path,label
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000594_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000695_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000486_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000282_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000823_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000617_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000455_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000494_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000054_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000823_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000872_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000107_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000897_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000109_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000792_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000809_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001045_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001060_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000778_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000685_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000279_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000331_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000887_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000364_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000112_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000699_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000092_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000460_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000108_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000607_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000781_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000136_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000816_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000026_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000115_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000334_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000357_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000132_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000161_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000684_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000861_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000093_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000551_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000804_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000887_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000229_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_001163_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000034_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000903_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000259_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000450_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000310_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000905_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000130_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000108_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000054_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000456_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000266_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000371_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000319_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000018_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000948_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000622_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000597_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000822_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000379_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000036_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_001068_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000657_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000091_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000362_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000398_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000911_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000094_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000441_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000346_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000134_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000761_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000935_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000761_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000827_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000917_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000076_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000103_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000659_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000029_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000022_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000551_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000977_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000188_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000246_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000061_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000349_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000382_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000704_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000105_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000944_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000267_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_001182_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000954_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000351_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000002_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000542_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000336_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001003_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000588_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000073_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000485_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000951_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000388_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000749_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000133_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001078_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000474_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000081_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000372_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000005_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000478_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000621_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000608_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000006_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000283_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000428_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000368_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000898_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000032_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000853_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000417_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000496_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000469_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000915_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000323_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000099_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000337_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000504_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000887_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000933_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000125_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000068_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000323_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000329_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000476_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000949_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000956_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000385_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000825_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001005_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000214_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000814_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000728_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000928_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000830_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000958_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000106_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000473_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000412_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000363_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000115_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_001170_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000164_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000529_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000820_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000201_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001064_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000479_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000011_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000774_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000353_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000595_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000886_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000515_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000082_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000796_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000311_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000328_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000041_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000412_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000287_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000090_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000696_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000824_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000765_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000314_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000807_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000111_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000370_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000392_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000852_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000098_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000119_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000281_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000833_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000208_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001056_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_001062_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000010_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000791_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000604_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000103_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000820_face02.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000133_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000129_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000534_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000124_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000472_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000991_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000279_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000596_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000946_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000301_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000839_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000119_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000436_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000695_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000106_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000132_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000100_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000144_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000354_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000713_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000842_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000528_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000603_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000688_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000654_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000887_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000307_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000134_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000969_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000659_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000117_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000100_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000606_face01.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000478_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000017_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000062_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000727_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000536_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000094_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000276_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000473_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000332_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000527_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000122_face00.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/ElephantsDream_frame_000731_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/fake/frame_000090_face01.jpg,fake
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000225_face00.jpg,real
/Users/abish/Desktop/deepfake-detector/data/dataset/real/BigBuckBunny_frame_000813_face00.jpg,real
