frame,face_id,x1,y1,x2,y2,prob_fake,prob_real
frame_000039.jpg,0,488,109,676,359,0.9999961853027344,3.857253432215657e-06
frame_000040.jpg,0,503,118,691,369,0.9999948740005493,5.10112795382156e-06
frame_000041.jpg,0,500,116,690,372,0.9999980926513672,1.8772541352518601e-06
frame_000042.jpg,0,476,115,666,377,0.9999923706054688,7.649987310287543e-06
frame_000043.jpg,0,484,114,671,373,0.9999973773956299,2.657679260664736e-06
frame_000044.jpg,0,491,117,675,368,0.9999963045120239,3.6702770103147486e-06
frame_000045.jpg,0,499,146,682,400,0.9999895095825195,1.0448108696436975e-05
frame_000046.jpg,0,514,146,694,398,0.9998902082443237,0.00010977204510709271
frame_000047.jpg,0,501,136,687,393,0.9999850988388062,1.4934635146346409e-05
frame_000048.jpg,0,509,110,694,357,0.9999856948852539,1.4284944882092532e-05
frame_000049.jpg,0,516,111,699,350,0.9999827146530151,1.723443165246863e-05
frame_000050.jpg,0,507,111,697,361,0.999993085861206,6.877495707158232e-06
frame_000050.jpg,1,845,432,894,488,0.008768563158810139,0.991231381893158
frame_000051.jpg,0,507,114,697,370,0.9999958276748657,4.22537141275825e-06
frame_000052.jpg,0,511,145,693,398,0.9999864101409912,1.3598923942481633e-05
frame_000053.jpg,0,505,137,695,391,0.9999486207962036,5.1380047807469964e-05
frame_000054.jpg,0,506,123,697,387,0.999992847442627,7.139346962503623e-06
frame_000055.jpg,0,505,124,694,378,0.9999982118606567,1.7630010233915527e-06
frame_000056.jpg,0,482,110,663,353,0.999969482421875,3.0563292966689914e-05
frame_000057.jpg,0,479,113,662,355,0.9999940395355225,5.9406179389043245e-06
frame_000058.jpg,0,474,114,660,362,0.9999872446060181,1.280159176531015e-05
frame_000059.jpg,0,489,122,671,364,0.999993085861206,6.895984370203223e-06
frame_000060.jpg,0,493,128,677,375,0.9999973773956299,2.628906713653123e-06
frame_000061.jpg,0,491,133,674,381,0.9999945163726807,5.455799509945791e-06
frame_000062.jpg,0,493,123,682,378,0.9999834299087524,1.6626003343844786e-05
frame_000063.jpg,0,508,130,694,390,0.9999418258666992,5.8193403674522415e-05
frame_000064.jpg,0,505,123,693,376,0.9999512434005737,4.87876204715576e-05
frame_000065.jpg,0,498,126,695,377,0.9982594847679138,0.0017404997488483787
frame_000066.jpg,0,500,135,692,389,0.9999699592590332,3.0004672225913964e-05
frame_000067.jpg,0,510,126,704,387,0.9999790191650391,2.1037476471974514e-05
frame_000068.jpg,0,511,127,698,389,0.9999967813491821,3.2549073694099206e-06
frame_000069.jpg,0,513,128,703,390,0.9999591112136841,4.092949893674813e-05
frame_000070.jpg,0,499,118,685,354,0.9999802112579346,1.9825425624730997e-05
frame_000071.jpg,0,487,127,666,369,0.9999698400497437,3.0206507290131412e-05
frame_000072.jpg,0,483,128,669,364,0.999901294708252,9.873174712993205e-05
frame_000073.jpg,0,799,136,1039,442,0.9997935891151428,0.00020645988115575165
frame_000073.jpg,1,223,131,408,384,0.9999704360961914,2.9529424864449538e-05
frame_000074.jpg,0,790,152,1032,457,0.9999890327453613,1.0933700650639366e-05
frame_000074.jpg,1,226,138,409,376,0.999966025352478,3.397731779841706e-05
frame_000075.jpg,0,803,138,1039,449,0.9999980926513672,1.896861022032681e-06
frame_000075.jpg,1,222,133,412,378,0.9999897480010986,1.0263180229230784e-05
frame_000076.jpg,0,812,132,1052,451,0.9999991655349731,7.774664823045896e-07
frame_000076.jpg,1,247,128,433,371,0.9999179840087891,8.196018461603671e-05
frame_000077.jpg,0,814,135,1053,464,0.9999994039535522,5.500260726876149e-07
frame_000077.jpg,1,228,120,416,382,0.9999856948852539,1.4266049220168497e-05
frame_000078.jpg,0,809,130,1049,458,0.9999994039535522,5.897272785659879e-07
frame_000078.jpg,1,226,136,408,389,0.9999703168869019,2.9697514037252404e-05
frame_000079.jpg,0,807,130,1051,465,0.9999977350234985,2.3107529614208033e-06
frame_000079.jpg,1,235,137,426,385,0.9999250173568726,7.501342770410702e-05
frame_000080.jpg,0,802,125,1050,473,0.9999996423721313,3.452970531725441e-07
frame_000080.jpg,1,224,133,404,384,0.999996542930603,3.4176969165855553e-06
frame_000081.jpg,0,793,117,1050,471,0.9999960660934448,3.968370947404765e-06
frame_000081.jpg,1,234,126,418,372,0.9999936819076538,6.345555448206142e-06
frame_000082.jpg,0,789,121,1025,442,0.9999991655349731,8.182304895854031e-07
frame_000082.jpg,1,221,126,407,358,0.9999899864196777,9.955531822924968e-06
frame_000083.jpg,0,804,134,1044,462,0.9999988079071045,1.135369757321314e-06
frame_000083.jpg,1,232,126,411,370,0.9999533891677856,4.6611548896180466e-05
frame_000084.jpg,0,829,129,1071,463,0.9999960660934448,3.907092832378112e-06
frame_000084.jpg,1,239,133,421,382,0.9999943971633911,5.568967935687397e-06
frame_000085.jpg,0,830,129,1075,460,0.9999967813491821,3.25344240081904e-06
frame_000085.jpg,1,241,130,422,382,0.999991774559021,8.203955076169223e-06
frame_000086.jpg,0,828,131,1073,466,0.9999959468841553,4.071545845363289e-06
frame_000086.jpg,1,242,133,423,380,0.9999898672103882,1.0155430572922342e-05
frame_000087.jpg,0,835,137,1079,465,0.9999953508377075,4.670060206990456e-06
frame_000087.jpg,1,235,129,424,387,0.9999948740005493,5.070837687526364e-06
frame_000088.jpg,0,855,128,1095,456,0.9999990463256836,9.122572350861446e-07
frame_000088.jpg,1,220,114,404,344,0.99998939037323,1.0638167623255868e-05
frame_000089.jpg,0,839,130,1083,456,0.999998927116394,1.0415948281661258e-06
frame_000089.jpg,1,215,112,401,357,0.9999953508377075,4.695085408457089e-06
frame_000090.jpg,0,842,124,1078,434,0.9999977350234985,2.309614046680508e-06
frame_000090.jpg,1,227,120,405,354,0.9999911785125732,8.780878488323651e-06
frame_000091.jpg,0,833,117,1074,437,0.9999996423721313,3.858762056552223e-07
frame_000091.jpg,1,214,127,394,366,0.9999963045120239,3.713357045853627e-06
frame_000092.jpg,0,836,126,1078,444,0.9999974966049194,2.4599403332103975e-06
frame_000092.jpg,1,218,125,402,372,0.9999960660934448,3.917920821550069e-06
frame_000093.jpg,0,835,115,1078,439,0.9999986886978149,1.2892027143607265e-06
frame_000093.jpg,1,223,140,403,383,0.999982476234436,1.7565616872161627e-05
frame_000094.jpg,0,835,128,1074,443,0.9999972581863403,2.7276328182779253e-06
frame_000094.jpg,1,222,136,405,385,0.9999874830245972,1.2487455933296587e-05
frame_000095.jpg,0,849,146,1078,452,0.9999874830245972,1.2524548765213694e-05
frame_000095.jpg,1,226,132,410,376,0.9999850988388062,1.4897764231136534e-05
frame_000096.jpg,0,836,128,1075,450,0.9999977350234985,2.2280353277892573e-06
frame_000096.jpg,1,224,125,406,376,0.9999895095825195,1.0467048014106695e-05
frame_000097.jpg,0,828,136,1075,475,0.9999953508377075,4.6352647586900275e-06
frame_000097.jpg,1,211,125,393,367,0.9999934434890747,6.564933300978737e-06
frame_000098.jpg,0,833,126,1073,445,0.9999957084655762,4.2833894440263975e-06
frame_000098.jpg,1,192,121,383,362,0.9999957084655762,4.296005954529392e-06
frame_000099.jpg,0,828,127,1069,449,0.9999865293502808,1.3504387425200548e-05
frame_000099.jpg,1,195,129,383,379,0.9999905824661255,9.453765414946247e-06
frame_000100.jpg,0,836,127,1077,444,0.9999818801879883,1.810500725696329e-05
frame_000100.jpg,1,214,126,402,375,0.9999983310699463,1.669723701525072e-06
frame_000101.jpg,0,828,126,1068,445,0.99998939037323,1.0663805369404145e-05
frame_000101.jpg,1,233,128,413,371,0.9999959468841553,4.05996797780972e-06
frame_000102.jpg,0,838,127,1071,432,0.9999792575836182,2.069880792987533e-05
frame_000102.jpg,1,238,127,417,372,0.9999898672103882,1.0162250873690937e-05
frame_000103.jpg,0,833,131,1078,456,0.9999947547912598,5.23589551448822e-06
frame_000103.jpg,1,246,140,428,394,0.9999536275863647,4.640725819626823e-05
frame_000104.jpg,0,834,119,1079,461,0.9999974966049194,2.5254430511267856e-06
frame_000104.jpg,1,244,131,427,382,0.9999880790710449,1.188067199109355e-05
frame_000105.jpg,0,835,122,1076,445,0.9999814033508301,1.8546263163443655e-05
frame_000105.jpg,1,248,128,430,379,0.9999681711196899,3.1797942938283086e-05
frame_000106.jpg,0,823,118,1082,480,0.9999804496765137,1.949968282133341e-05
frame_000106.jpg,1,241,122,429,381,0.9999641180038452,3.582967838156037e-05
frame_000107.jpg,0,829,122,1080,464,0.9999972581863403,2.7005507945432328e-06
frame_000107.jpg,1,240,117,424,372,0.9999887943267822,1.1166658623551484e-05
frame_000108.jpg,0,824,127,1070,466,0.9999992847442627,7.104627002263442e-07
frame_000108.jpg,1,263,120,451,376,0.9999949932098389,5.02644661537488e-06
frame_000109.jpg,0,827,128,1067,456,0.9999961853027344,3.863534402626101e-06
frame_000109.jpg,1,265,124,449,374,0.9999896287918091,1.039754533849191e-05
frame_000110.jpg,0,820,129,1062,460,0.9999957084655762,4.274917500879383e-06
frame_000110.jpg,1,262,136,447,389,0.9999961853027344,3.825068688456668e-06
frame_000111.jpg,0,823,123,1061,449,0.9999992847442627,7.203870495686715e-07
frame_000111.jpg,1,252,116,441,374,0.9999969005584717,3.0635112580057466e-06
frame_000112.jpg,0,823,138,1054,444,0.9999991655349731,8.272725722235919e-07
frame_000112.jpg,1,253,145,437,399,0.999991774559021,8.19703382148873e-06
frame_000113.jpg,0,811,136,1051,463,0.9999985694885254,1.3922756352258148e-06
frame_000113.jpg,1,246,141,438,395,0.9999773502349854,2.2620000891038217e-05
frame_000114.jpg,0,809,129,1057,473,0.9999988079071045,1.1531921018104185e-06
frame_000114.jpg,1,250,132,441,391,0.9999914169311523,8.551922292099334e-06
frame_000115.jpg,0,818,123,1056,464,0.9999933242797852,6.715381459798664e-06
frame_000115.jpg,1,246,127,439,390,0.9999979734420776,1.9800334030151134e-06
frame_000116.jpg,0,825,123,1069,458,0.9999992847442627,7.620088240400946e-07
frame_000116.jpg,1,247,121,437,382,0.9999585151672363,4.145291313761845e-05
frame_000117.jpg,0,825,131,1066,456,0.999998927116394,1.1199977052456234e-06
frame_000117.jpg,1,226,119,414,370,0.9999992847442627,6.674014230156899e-07
frame_000118.jpg,0,835,128,1080,459,0.9999871253967285,1.285355756408535e-05
frame_000118.jpg,1,223,120,408,368,0.9999960660934448,3.921677944163093e-06
frame_000119.jpg,0,828,117,1081,471,0.9999985694885254,1.445902512386965e-06
frame_000119.jpg,1,218,120,407,372,0.999997615814209,2.3883344510977622e-06
frame_000120.jpg,0,825,115,1077,456,0.9999938011169434,6.222507636266528e-06
frame_000120.jpg,1,219,131,402,379,0.9999984502792358,1.5765930356792524e-06
frame_000121.jpg,0,822,122,1072,458,0.9999954700469971,4.563280072034104e-06
frame_000121.jpg,1,228,128,411,381,0.9999803304672241,1.965018418559339e-05
frame_000122.jpg,0,838,120,1081,456,0.9999830722808838,1.6918349501793273e-05
frame_000122.jpg,1,226,124,412,377,0.9999979734420776,1.990330474654911e-06
frame_000123.jpg,0,842,125,1089,457,0.9999986886978149,1.3282275403980748e-06
frame_000123.jpg,1,242,127,425,378,0.999977707862854,2.2307707695290446e-05
frame_000124.jpg,0,834,120,1079,447,0.999998927116394,1.0580409934846102e-06
frame_000124.jpg,1,247,125,434,385,0.999970555305481,2.944860352727119e-05
frame_000125.jpg,0,827,121,1072,442,0.9999924898147583,7.460849246854195e-06
frame_000125.jpg,1,239,120,432,381,0.9999946355819702,5.39936991117429e-06
frame_000126.jpg,0,831,120,1076,455,0.9999969005584717,3.133266318400274e-06
frame_000126.jpg,1,195,118,384,365,0.999998927116394,1.0955795914924238e-06
frame_000127.jpg,0,834,122,1074,444,0.9999946355819702,5.39936991117429e-06
frame_000127.jpg,1,220,125,403,374,0.9999837875366211,1.619280010345392e-05
frame_000128.jpg,0,836,128,1074,442,0.9999971389770508,2.847256837412715e-06
frame_000128.jpg,1,228,131,412,388,0.9999915361404419,8.464616257697344e-06
frame_000129.jpg,0,839,120,1080,450,0.9999856948852539,1.4347694559546653e-05
frame_000129.jpg,1,227,144,408,396,0.9999619722366333,3.8082183891674504e-05
frame_000130.jpg,0,833,124,1080,455,0.999984860420227,1.5081624042068142e-05
frame_000130.jpg,1,223,123,408,365,0.9999666213989258,3.333022687002085e-05
frame_000131.jpg,0,836,120,1082,454,0.9999972581863403,2.7319256332702935e-06
frame_000131.jpg,1,234,117,426,370,0.9999827146530151,1.728244205878582e-05
frame_000132.jpg,0,834,121,1074,442,0.9999926090240479,7.338528575928649e-06
frame_000132.jpg,1,244,124,442,393,0.9999676942825317,3.235718759242445e-05
frame_000133.jpg,0,837,128,1075,452,0.9999955892562866,4.366013854451012e-06
frame_000133.jpg,1,247,127,432,384,0.9999697208404541,3.0278895792434923e-05
frame_000134.jpg,0,837,131,1074,452,0.9999934434890747,6.5168151195393875e-06
frame_000134.jpg,1,247,120,434,380,0.9999794960021973,2.0448651412152685e-05
frame_000135.jpg,0,836,121,1072,433,0.9999916553497314,8.315841114381328e-06
frame_000135.jpg,1,216,128,398,382,0.9997366070747375,0.0002633236290421337
frame_000136.jpg,0,828,118,1076,445,0.9999966621398926,3.3912524486368056e-06
frame_000136.jpg,1,226,125,406,378,0.9999550580978394,4.499024726101197e-05
frame_000137.jpg,0,476,103,679,392,0.9999905824661255,9.41493362915935e-06
frame_000138.jpg,0,474,114,683,412,0.9999974966049194,2.518823748687282e-06
frame_000139.jpg,0,490,103,694,390,0.999994158744812,5.7935267250286415e-06
frame_000139.jpg,1,889,447,919,482,0.011500264517962933,0.9884997010231018
frame_000140.jpg,0,491,104,692,385,0.9999920129776001,7.975105290825013e-06
